NO.;Tid;Intervall;Temperatur Inne(°C);Luftfuktighet Inne(%);Temperatur Ute(°C);Luftfuktighet Ute(%);Relativt Lufttryck(hpa);Absolut Lufttryck(hpa);Vindhastighet(km/h);Vindby(km/h);Vindriktning;Daggpunkt(°C);Vindavkylning(°C);Regnmängd Timme(mm);Regnmängd 24 Timmar(mm);Regnmängd Vecka(mm);Regnmängd Månad(mm);Regnmängd Total(mm)
1830; 2019-02-12 22:52:33;15; 22.0;16; 1.1;76; 1019.9; 1008.2; 12.2; 15.8; NW; -2.7; -4.1; 0.00; 0.00; 0.60; 12.30; 12.60
1831; 2019-02-12 23:07:33;15; 22.0;16; 1.1;79; 1019.8; 1008.1; 11.2; 14.8; NE; -2.1; -3.5; 0.00; 0.00; 0.60; 12.30; 12.60
1832; 2019-02-12 23:22:33;15; 22.0;16; 1.1;81; 1019.1; 1007.4; 12.2; 14.8; NNE; -1.8; -4.1; 0.00; 0.00; 0.60; 12.30; 12.60
1833; 2019-02-12 23:37:33;15; 22.0;16; 1.3;82; 1018.6; 1006.9; 13.3; 18.4; N; -1.4; -4.5; 0.00; 0.00; 0.60; 12.30; 12.60
1834; 2019-02-12 23:52:33;15; 22.0;16; 1.5;82; 1018.2; 1006.5; 12.2; 17.3; N; -1.2; -3.7; 0.00; 0.00; 0.60; 12.30; 12.60
1835; 2019-02-13 00:07:33;15; 22.0;16; 1.6;82; 1017.8; 1006.1; 12.2; 17.3; E; -1.1; -3.6; 0.00; 0.00; 0.60; 12.30; 12.60
1836; 2019-02-13 00:22:33;15; 22.0;16; 2.2;82; 1017.4; 1005.7; 12.2; 17.3; NE; -0.6; -2.9; 0.00; 0.00; 0.60; 12.30; 12.60
1837; 2019-02-13 00:37:33;15; 22.0;16; 2.3;82; 1016.5; 1004.8; 11.2; 14.8; E; -0.5; -2.1; 0.30; 0.30; 0.90; 12.60; 12.90
1838; 2019-02-13 00:52:33;15; 22.0;16; 2.4;81; 1015.9; 1004.2; 8.6; 11.2; E; -0.5; -0.3; 0.30; 0.30; 0.90; 12.60; 12.90
1839; 2019-02-13 01:07:33;15; 22.0;17; 2.7;81; 1015.3; 1003.6; 9.7; 12.2; E; -0.2; -0.7; 0.00; 0.30; 0.90; 12.60; 12.90
1840; 2019-02-13 01:22:33;15; 22.0;17; 3.1;81; 1015.3; 1003.6; 11.2; 14.8; N; 0.2; -1.2; 0.00; 0.30; 0.90; 12.60; 12.90
1841; 2019-02-13 01:37:33;15; 22.0;16; 3.4;81; 1015.4; 1003.7; 12.2; 14.8; NE; 0.5; -1.5; 0.00; 0.30; 0.90; 12.60; 12.90
1842; 2019-02-13 01:52:33;15; 22.0;16; 3.7;81; 1015.3; 1003.6; 13.3; 19.4; SE; 0.7; -1.7; 0.00; 0.30; 0.90; 12.60; 12.90
1843; 2019-02-13 02:07:33;15; 22.0;17; 3.9;81; 1014.6; 1002.9; 13.3; 17.3; SE; 0.9; -1.5; 0.00; 0.30; 0.90; 12.60; 12.90
1844; 2019-02-13 02:22:33;15; 22.0;17; 4.2;81; 1014.4; 1002.7; 17.3; 20.9; E; 1.2; -2.9; 0.00; 0.30; 0.90; 12.60; 12.90
1845; 2019-02-13 02:37:33;15; 22.0;17; 4.6;82; 1013.9; 1002.2; 19.4; 31.7; ESE; 1.8; -3.2; 0.00; 0.30; 0.90; 12.60; 12.90
1846; 2019-02-13 02:52:33;15; 22.0;17; 4.7;82; 1013.2; 1001.5; 20.9; 29.5; E; 1.9; -3.5; 0.00; 0.30; 0.90; 12.60; 12.90
1847; 2019-02-13 03:07:33;15; 22.0;18; 5.0;82; 1013.2; 1001.5; 17.3; 22.0; ENE; 2.2; -1.9; 0.00; 0.30; 0.90; 12.60; 12.90
1848; 2019-02-13 03:22:33;15; 22.0;17; 5.1;82; 1013.1; 1001.4; 27.0; 31.7; NE; 2.3; -4.7; 0.00; 0.30; 0.90; 12.60; 12.90
1849; 2019-02-13 03:37:33;15; 22.0;18; 5.5;82; 1012.4; 1000.7; 22.0; 29.5; NE; 2.7; -2.8; 0.00; 0.30; 0.90; 12.60; 12.90
1850; 2019-02-13 03:52:33;15; 22.0;18; 5.8;82; 1012.0; 1000.3; 27.0; 35.6; NE; 3.0; -3.8; 0.00; 0.30; 0.90; 12.60; 12.90
1851; 2019-02-13 04:07:33;15; 22.0;18; 6.1;81; 1012.2; 1000.5; 29.5; 35.6; E; 3.1; -3.9; 0.30; 0.60; 1.20; 12.90; 13.20
1852; 2019-02-13 04:22:33;15; 22.0;18; 6.3;80; 1012.3; 1000.6; 34.2; 39.2; E; 3.1; -4.5; 0.30; 0.60; 1.20; 12.90; 13.20
1853; 2019-02-13 04:37:33;15; 22.0;18; 6.4;80; 1012.6; 1000.9; 29.5; 43.9; N; 3.2; -3.5; 0.30; 0.60; 1.20; 12.90; 13.20
1854; 2019-02-13 04:52:33;15; 21.9;19; 6.4;79; 1011.9; 1000.2; 23.4; 29.5; SE; 3.0; -2.1; 0.30; 0.60; 1.20; 12.90; 13.20
1855; 2019-02-13 05:07:33;15; 21.9;19; 6.5;78; 1011.3; 999.6; 27.0; 40.3; NE; 2.9; -2.8; 0.00; 0.60; 1.20; 12.90; 13.20
1856; 2019-02-13 05:22:33;15; 21.9;19; 6.4;78; 1011.2; 999.5; 27.0; 37.8; NNE; 2.9; -2.9; 0.00; 0.60; 1.20; 12.90; 13.20
1857; 2019-02-13 05:37:33;15; 21.9;19; 6.4;76; 1011.4; 999.7; 28.1; 36.7; E; 2.5; -3.2; 0.00; 0.60; 1.20; 12.90; 13.20
1858; 2019-02-13 05:52:33;15; 21.9;19; 6.7;74; 1011.7; 1000.0; 20.9; 31.7; SE; 2.4; -1.0; 0.00; 0.60; 1.20; 12.90; 13.20
1859; 2019-02-13 06:07:33;15; 21.9;19; 6.8;72; 1012.0; 1000.3; 25.6; 30.6; E; 2.1; -2.1; 0.00; 0.60; 1.20; 12.90; 13.20
1860; 2019-02-13 06:22:33;15; 21.9;19; 6.6;71; 1012.7; 1001.0; 24.5; 29.5; E; 1.7; -2.1; 0.00; 0.60; 1.20; 12.90; 13.20
1861; 2019-02-13 06:37:33;15; 21.9;19; 6.4;71; 1012.7; 1001.0; 24.5; 35.6; E; 1.5; -2.3; 0.00; 0.60; 1.20; 12.90; 13.20
1862; 2019-02-13 06:52:33;15; 21.9;19; 6.5;71; 1013.2; 1001.5; 33.1; 54.0; E; 1.6; -4.0; 0.00; 0.60; 1.20; 12.90; 13.20
1863; 2019-02-13 07:07:33;15; 21.8;20; 6.4;70; 1013.3; 1001.6; 22.0; 30.6; N; 1.3; -1.7; 0.00; 0.60; 1.20; 12.90; 13.20
1864; 2019-02-13 07:22:33;15; 21.7;20; 6.3;70; 1013.8; 1002.1; 14.8; 22.0; SE; 1.2; 0.7; 0.00; 0.60; 1.20; 12.90; 13.20
1865; 2019-02-13 07:37:33;15; 21.7;20; 6.3;69; 1014.0; 1002.3; 18.4; 24.5; NE; 1.0; -0.6; 0.00; 0.60; 1.20; 12.90; 13.20
1866; 2019-02-13 07:52:33;15; 21.7;20; 6.3;68; 1014.6; 1002.9; 19.4; 27.0; E; 0.8; -1.0; 0.00; 0.60; 1.20; 12.90; 13.20
1867; 2019-02-13 08:07:33;15; 21.6;20; 6.3;67; 1015.0; 1003.3; 14.8; 20.9; N; 0.6; 0.7; 0.00; 0.60; 1.20; 12.90; 13.20
1868; 2019-02-13 08:22:33;15; 21.6;20; 6.5;65; 1015.2; 1003.5; 25.6; 34.2; E; 0.4; -2.5; 0.00; 0.60; 1.20; 12.90; 13.20
1869; 2019-02-13 08:37:33;15; 21.6;20; 6.7;63; 1015.3; 1003.6; 22.0; 25.6; SE; 0.2; -1.3; 0.00; 0.60; 1.20; 12.90; 13.20
1870; 2019-02-13 08:52:33;15; 21.5;20; 6.9;62; 1015.5; 1003.8; 18.4; 20.9; SE; 0.1; 0.1; 0.00; 0.60; 1.20; 12.90; 13.20
1871; 2019-02-13 09:07:33;15; 21.5;20; 7.2;62; 1015.7; 1004.0; 20.9; 33.1; E; 0.4; -0.3; 0.00; 0.60; 1.20; 12.90; 13.20
1872; 2019-02-13 09:22:33;15; 21.4;20; 7.1;62; 1016.3; 1004.6; 15.8; 23.4; E; 0.3; 1.3; 0.00; 0.60; 1.20; 12.90; 13.20
1873; 2019-02-13 09:37:33;15; 21.4;20; 7.5;58; 1016.8; 1005.1; 13.3; 18.4; NE; -0.2; 2.8; 0.00; 0.60; 1.20; 12.90; 13.20
1874; 2019-02-13 09:52:33;15; 21.4;20; 7.9;56; 1017.1; 1005.4; 17.3; 22.0; E; -0.3; 1.7; 0.00; 0.60; 1.20; 12.90; 13.20
1875; 2019-02-13 10:07:33;15; 21.4;20; 7.8;56; 1017.4; 1005.7; 15.8; 23.4; S; -0.4; 2.1; 0.00; 0.60; 1.20; 12.90; 13.20
1876; 2019-02-13 10:22:33;15; 21.4;20; 8.1;56; 1017.7; 1006.0; 15.8; 22.0; NE; -0.1; 2.5; 0.00; 0.60; 1.20; 12.90; 13.20
1877; 2019-02-13 10:37:33;15; 21.4;20; 8.3;56; 1017.8; 1006.1; 15.8; 20.9; SE; 0.0; 2.7; 0.00; 0.60; 1.20; 12.90; 13.20
1878; 2019-02-13 10:52:33;15; 21.3;20; 8.5;55; 1018.3; 1006.6; 9.7; 13.3; S; -0.0; 5.7; 0.00; 0.60; 1.20; 12.90; 13.20
1879; 2019-02-13 11:07:33;15; 21.3;20; 8.4;55; 1018.7; 1007.0; 15.8; 20.9; E; -0.1; 2.9; 0.00; 0.60; 1.20; 12.90; 13.20
1880; 2019-02-13 11:22:33;15; 21.3;20; 8.4;55; 1018.9; 1007.2; 14.8; 20.9; E; -0.1; 3.3; 0.00; 0.60; 1.20; 12.90; 13.20
1881; 2019-02-13 11:37:33;15; 21.3;20; 8.3;55; 1019.2; 1007.5; 13.3; 15.8; E; -0.2; 3.8; 0.00; 0.60; 1.20; 12.90; 13.20
1882; 2019-02-13 11:52:33;15; 21.3;20; 8.7;54; 1019.5; 1007.8; 11.2; 17.3; E; -0.1; 5.2; 0.00; 0.60; 1.20; 12.90; 13.20
1883; 2019-02-13 12:07:33;15; 21.3;20; 9.1;53; 1019.6; 1007.9; 17.3; 20.9; SE; 0.0; 3.2; 0.00; 0.60; 1.20; 12.90; 13.20
1884; 2019-02-13 12:22:33;15; 21.3;20; 8.7;53; 1019.9; 1008.2; 13.3; 20.9; SE; -0.3; 4.2; 0.00; 0.60; 1.20; 12.90; 13.20
1885; 2019-02-13 12:37:33;15; 21.4;20; 9.4;52; 1020.2; 1008.5; 18.4; 22.0; SE; 0.1; 3.3; 0.00; 0.60; 1.20; 12.90; 13.20
1886; 2019-02-13 12:52:33;15; 21.4;20; 9.0;52; 1020.3; 1008.6; 12.2; 17.3; NE; -0.3; 5.1; 0.00; 0.60; 1.20; 12.90; 13.20
1887; 2019-02-13 13:07:33;15; 21.4;20; 9.5;52; 1020.5; 1008.8; 12.2; 17.3; E; 0.1; 5.6; 0.00; 0.60; 1.20; 12.90; 13.20
1888; 2019-02-13 13:22:33;15; 21.4;21; 10.1;51; 1020.6; 1008.9; 9.7; 12.2; NE; 0.4; 7.5; 0.00; 0.60; 1.20; 12.90; 13.20
1889; 2019-02-13 13:37:33;15; 21.6;20; 10.1;50; 1020.7; 1009.0; 22.0; 27.0; SE; 0.2; 3.2; 0.00; 0.60; 1.20; 12.90; 13.20
1890; 2019-02-13 13:52:33;15; 21.7;20; 10.0;50; 1020.9; 1009.2; 14.8; 18.4; NE; 0.1; 5.2; 0.00; 0.60; 1.20; 12.90; 13.20
1891; 2019-02-13 14:07:33;15; 21.6;20; 9.3;50; 1020.8; 1009.1; 17.3; 20.9; N; -0.6; 3.5; 0.00; 0.60; 1.20; 12.90; 13.20
1892; 2019-02-13 14:22:33;15; 21.9;21; 9.3;50; 1021.1; 1009.4; 18.4; 28.1; E; -0.6; 3.1; 0.00; 0.60; 1.20; 12.90; 13.20
1893; 2019-02-13 14:37:33;15; 21.9;21; 9.7;50; 1021.2; 1009.5; 23.4; 34.2; NW; -0.2; 2.3; 0.00; 0.60; 1.20; 12.90; 13.20
1894; 2019-02-13 14:52:33;15; 22.0;20; 10.4;47; 1021.6; 1009.9; 12.2; 17.3; E; -0.4; 6.7; 0.00; 0.60; 1.20; 12.90; 13.20
1895; 2019-02-13 15:07:33;15; 21.9;20; 10.5;45; 1021.4; 1009.7; 15.8; 20.9; E; -0.9; 5.4; 0.00; 0.60; 1.20; 12.90; 13.20
1896; 2019-02-13 15:22:33;15; 21.8;20; 10.2;45; 1021.6; 1009.9; 18.4; 23.4; ENE; -1.2; 4.3; 0.00; 0.60; 1.20; 12.90; 13.20
1897; 2019-02-13 15:37:33;15; 21.7;20; 10.1;45; 1021.5; 1009.8; 12.2; 15.8; NNE; -1.3; 6.3; 0.00; 0.60; 1.20; 12.90; 13.20
1898; 2019-02-13 15:52:33;15; 21.7;20; 9.8;44; 1021.7; 1010.0; 15.8; 18.4; SE; -1.9; 4.6; 0.00; 0.60; 1.20; 12.90; 13.20
1899; 2019-02-13 16:07:33;15; 21.6;20; 9.0;45; 1021.9; 1010.2; 13.3; 19.4; NE; -2.3; 4.6; 0.00; 0.60; 1.20; 12.90; 13.20
1900; 2019-02-13 16:22:33;15; 21.6;20; 8.6;47; 1022.0; 1010.3; 15.8; 19.4; SE; -2.1; 3.1; 0.00; 0.60; 1.20; 12.90; 13.20
1901; 2019-02-13 16:37:33;15; 21.4;20; 8.2;49; 1022.4; 1010.7; 15.8; 19.4; E; -1.9; 2.6; 0.00; 0.60; 1.20; 12.90; 13.20
1902; 2019-02-13 16:52:33;15; 21.4;20; 8.0;50; 1022.3; 1010.6; 14.8; 19.4; E; -1.8; 2.8; 0.00; 0.60; 1.20; 12.90; 13.20
1903; 2019-02-13 17:07:33;15; 21.4;20; 8.0;50; 1022.8; 1011.1; 12.2; 14.8; E; -1.8; 3.9; 0.00; 0.60; 1.20; 12.90; 13.20
1904; 2019-02-13 17:22:33;15; 21.7;20; 7.5;50; 1023.0; 1011.3; 12.2; 14.8; E; -2.2; 3.3; 0.00; 0.60; 1.20; 12.90; 13.20
1905; 2019-02-13 17:37:33;15; 21.8;20; 7.6;50; 1023.4; 1011.7; 14.8; 20.9; SE; -2.2; 2.3; 0.00; 0.60; 1.20; 12.90; 13.20
1906; 2019-02-13 17:52:33;15; 21.9;20; 7.2;54; 1023.7; 1012.0; 14.8; 19.4; E; -1.5; 1.8; 0.00; 0.60; 1.20; 12.90; 13.20
1907; 2019-02-13 18:07:33;15; 21.9;20; 7.2;54; 1023.8; 1012.1; 11.2; 15.8; E; -1.5; 3.5; 0.00; 0.60; 1.20; 12.90; 13.20
1908; 2019-02-13 18:22:33;15; 21.8;20; 7.1;55; 1024.0; 1012.3; 9.7; 12.2; E; -1.3; 4.2; 0.00; 0.60; 1.20; 12.90; 13.20
1909; 2019-02-13 18:37:33;15; 21.7;20; 7.0;55; 1024.1; 1012.4; 9.7; 13.3; E; -1.4; 4.1; 0.00; 0.60; 1.20; 12.90; 13.20
1910; 2019-02-13 18:52:33;15; 21.7;20; 6.8;57; 1024.2; 1012.5; 8.6; 9.7; S; -1.1; 4.5; 0.00; 0.60; 1.20; 12.90; 13.20
1911; 2019-02-13 19:07:33;15; 21.7;20; 6.6;58; 1024.2; 1012.5; 15.8; 19.4; E; -1.1; 0.7; 0.00; 0.60; 1.20; 12.90; 13.20
1912; 2019-02-13 19:22:33;15; 21.7;20; 6.7;60; 1024.3; 1012.6; 15.8; 22.0; E; -0.5; 0.8; 0.00; 0.60; 1.20; 12.90; 13.20
1913; 2019-02-13 19:37:33;15; 21.7;20; 6.6;60; 1024.5; 1012.8; 9.7; 14.8; E; -0.6; 3.6; 0.00; 0.60; 1.20; 12.90; 13.20
1914; 2019-02-13 19:52:33;15; 21.7;20; 6.5;60; 1024.6; 1012.9; 12.2; 15.8; SE; -0.7; 2.1; 0.00; 0.60; 1.20; 12.90; 13.20
1915; 2019-02-13 20:07:33;15; 21.7;20; 6.3;60; 1025.0; 1013.3; 9.7; 12.2; E; -0.9; 3.3; 0.00; 0.60; 1.20; 12.90; 13.20
1916; 2019-02-13 20:22:33;15; 21.7;20; 6.2;60; 1025.1; 1013.4; 15.8; 19.4; NE; -1.0; 0.2; 0.00; 0.60; 1.20; 12.90; 13.20
1917; 2019-02-13 20:37:33;15; 21.7;20; 6.1;60; 1025.5; 1013.8; 8.6; 13.3; S; -1.1; 3.8; 0.00; 0.60; 1.20; 12.90; 13.20
1918; 2019-02-13 20:52:33;15; 21.7;20; 5.9;60; 1025.4; 1013.7; 7.2; 9.7; N; -1.3; 4.6; 0.00; 0.60; 1.20; 12.90; 13.20
1919; 2019-02-13 21:07:33;15; 21.7;20; 5.8;61; 1025.6; 1013.9; 13.3; 18.4; SE; -1.1; 0.8; 0.00; 0.60; 1.20; 12.90; 13.20
1920; 2019-02-13 21:22:33;15; 21.7;20; 5.8;61; 1025.6; 1013.9; 11.2; 14.8; ESE; -1.1; 1.9; 0.00; 0.60; 1.20; 12.90; 13.20
1921; 2019-02-13 21:37:33;15; 21.7;20; 5.7;61; 1025.6; 1013.9; 11.2; 13.3; NE; -1.2; 1.8; 0.00; 0.60; 1.20; 12.90; 13.20
1922; 2019-02-13 21:52:33;15; 21.7;20; 5.8;61; 1025.5; 1013.8; 12.2; 14.8; E; -1.1; 1.3; 0.00; 0.60; 1.20; 12.90; 13.20
1923; 2019-02-13 22:07:33;15; 21.7;20; 5.6;61; 1025.8; 1014.1; 7.2; 14.8; E; -1.3; 4.3; 0.00; 0.60; 1.20; 12.90; 13.20
1924; 2019-02-13 22:22:33;15; 21.7;20; 5.4;61; 1026.1; 1014.4; 6.1; 8.6; SE; -1.5; 5.4; 0.00; 0.60; 1.20; 12.90; 13.20
1925; 2019-02-13 22:37:33;15; 21.7;20; 5.2;61; 1026.4; 1014.7; 9.7; 14.8; E; -1.7; 2.1; 0.00; 0.60; 1.20; 12.90; 13.20
1926; 2019-02-13 22:52:33;15; 21.7;20; 5.2;62; 1026.4; 1014.7; 11.2; 13.3; SE; -1.5; 1.2; 0.00; 0.60; 1.20; 12.90; 13.20
1927; 2019-02-13 23:07:33;15; 21.7;20; 5.2;62; 1026.4; 1014.7; 9.7; 14.8; SE; -1.5; 2.1; 0.00; 0.60; 1.20; 12.90; 13.20
1928; 2019-02-13 23:22:33;15; 21.7;20; 5.0;63; 1026.5; 1014.8; 15.8; 19.4; E; -1.5; -1.3; 0.00; 0.60; 1.20; 12.90; 13.20
1929; 2019-02-13 23:37:33;15; 21.7;20; 5.1;63; 1026.7; 1015.0; 14.8; 20.9; SE; -1.4; -0.7; 0.00; 0.60; 1.20; 12.90; 13.20
1930; 2019-02-13 23:52:33;15; 21.6;20; 5.1;63; 1027.0; 1015.3; 9.7; 12.2; ENE; -1.4; 2.0; 0.00; 0.60; 1.20; 12.90; 13.20
1931; 2019-02-14 00:07:33;15; 21.6;20; 4.9;64; 1026.8; 1015.1; 7.2; 9.7; E; -1.3; 3.5; 0.00; 0.00; 1.20; 12.90; 13.20
1932; 2019-02-14 00:22:33;15; 21.6;20; 4.8;64; 1026.8; 1015.1; 8.6; 11.2; ESE; -1.4; 2.3; 0.00; 0.00; 1.20; 12.90; 13.20
1933; 2019-02-14 00:37:33;15; 21.6;20; 4.5;64; 1027.1; 1015.4; 11.2; 12.2; NNE; -1.7; 0.4; 0.00; 0.00; 1.20; 12.90; 13.20
1934; 2019-02-14 00:52:33;15; 21.6;20; 4.5;65; 1027.0; 1015.3; 8.6; 11.2; E; -1.5; 2.0; 0.00; 0.00; 1.20; 12.90; 13.20
1935; 2019-02-14 01:07:33;15; 21.6;20; 4.5;65; 1027.3; 1015.6; 8.6; 11.2; SE; -1.5; 2.0; 0.00; 0.00; 1.20; 12.90; 13.20
1936; 2019-02-14 01:22:33;15; 21.6;20; 4.3;65; 1027.5; 1015.8; 8.6; 13.3; ENE; -1.7; 1.8; 0.00; 0.00; 1.20; 12.90; 13.20
1937; 2019-02-14 01:37:33;15; 21.6;20; 4.3;68; 1027.4; 1015.7; 13.3; 19.4; E; -1.1; -1.0; 0.00; 0.00; 1.20; 12.90; 13.20
1938; 2019-02-14 01:52:33;15; 21.6;20; 4.4;70; 1027.6; 1015.9; 15.8; 19.4; NE; -0.6; -2.0; 0.00; 0.00; 1.20; 12.90; 13.20
1939; 2019-02-14 02:07:33;15; 21.6;20; 4.4;71; 1027.9; 1016.2; 9.7; 13.3; ESE; -0.4; 1.2; 0.00; 0.00; 1.20; 12.90; 13.20
1940; 2019-02-14 02:22:33;15; 21.6;20; 4.5;72; 1027.9; 1016.2; 8.6; 11.2; NE; -0.1; 2.0; 0.00; 0.00; 1.20; 12.90; 13.20
1941; 2019-02-14 02:37:33;15; 21.6;20; 4.5;72; 1028.1; 1016.4; 9.7; 13.3; E; -0.1; 1.3; 0.00; 0.00; 1.20; 12.90; 13.20
1942; 2019-02-14 02:52:33;15; 21.6;20; 4.7;73; 1028.7; 1017.0; 11.2; 14.8; NW; 0.3; 0.6; 0.00; 0.00; 1.20; 12.90; 13.20
1943; 2019-02-14 03:07:33;15; 21.6;20; 4.7;74; 1028.2; 1016.5; 12.2; 14.8; E; 0.5; 0.0; 0.00; 0.00; 1.20; 12.90; 13.20
1944; 2019-02-14 03:22:33;15; 21.6;20; 4.8;79; 1028.5; 1016.8; 11.2; 14.8; ESE; 1.5; 0.8; 0.00; 0.00; 1.20; 12.90; 13.20
1945; 2019-02-14 03:37:33;15; 21.7;20; 4.9;80; 1028.5; 1016.8; 12.2; 14.8; ENE; 1.7; 0.3; 0.00; 0.00; 1.20; 12.90; 13.20
1946; 2019-02-14 03:52:33;15; 21.7;19; 4.9;81; 1028.6; 1016.9; 13.3; 17.3; NE; 1.9; -0.3; 0.00; 0.00; 1.20; 12.90; 13.20
1947; 2019-02-14 04:07:33;15; 21.7;20; 4.9;82; 1028.6; 1016.9; 7.2; 9.7; N; 2.1; 3.5; 0.00; 0.00; 1.20; 12.90; 13.20
1948; 2019-02-14 04:22:33;15; 21.7;20; 4.9;82; 1028.3; 1016.6; 13.3; 20.9; E; 2.1; -0.3; 0.00; 0.00; 1.20; 12.90; 13.20
1949; 2019-02-14 04:37:33;15; 21.7;20; 5.0;83; 1028.0; 1016.3; 6.1; 8.6; ENE; 2.4; 5.0; 0.00; 0.00; 1.20; 12.90; 13.20
1950; 2019-02-14 04:52:33;15; 21.7;20; 5.2;83; 1028.3; 1016.6; 8.6; 12.2; E; 2.6; 2.8; 0.00; 0.00; 1.20; 12.90; 13.20
1951; 2019-02-14 05:07:33;15; 21.7;20; 5.5;83; 1028.2; 1016.5; 9.7; 13.3; E; 2.9; 2.4; 0.00; 0.00; 1.20; 12.90; 13.20
1952; 2019-02-14 05:22:33;15; 21.6;20; 5.7;83; 1028.3; 1016.6; 9.7; 13.3; SE; 3.0; 2.6; 0.00; 0.00; 1.20; 12.90; 13.20
1953; 2019-02-14 05:37:33;15; 21.7;20; 5.7;83; 1028.4; 1016.7; 7.2; 11.2; SE; 3.0; 4.4; 0.00; 0.00; 1.20; 12.90; 13.20
1954; 2019-02-14 05:52:33;15; 21.6;20; 5.7;82; 1028.4; 1016.7; 11.2; 14.8; ENE; 2.9; 1.8; 0.00; 0.00; 1.20; 12.90; 13.20
1955; 2019-02-14 06:07:33;15; 21.6;20; 5.9;82; 1028.2; 1016.5; 9.7; 12.2; E; 3.1; 2.8; 0.00; 0.00; 1.20; 12.90; 13.20
1956; 2019-02-14 06:22:33;15; 21.6;20; 6.0;82; 1028.5; 1016.8; 11.2; 13.3; NE; 3.2; 2.1; 0.00; 0.00; 1.20; 12.90; 13.20
1957; 2019-02-14 06:37:33;15; 21.6;20; 6.0;82; 1028.2; 1016.5; 7.2; 11.2; E; 3.2; 4.7; 0.00; 0.00; 1.20; 12.90; 13.20
1958; 2019-02-14 06:52:33;15; 21.6;20; 6.1;82; 1028.5; 1016.8; 8.6; 11.2; SE; 3.3; 3.8; 0.00; 0.00; 1.20; 12.90; 13.20
1959; 2019-02-14 07:07:33;15; 21.5;20; 6.1;83; 1028.4; 1016.7; 9.7; 13.3; NE; 3.4; 3.1; 0.00; 0.00; 1.20; 12.90; 13.20
1960; 2019-02-14 07:22:33;15; 21.4;21; 6.3;83; 1028.3; 1016.6; 11.2; 13.3; NE; 3.6; 2.5; 0.00; 0.00; 1.20; 12.90; 13.20
1961; 2019-02-14 07:37:33;15; 21.3;21; 6.5;83; 1028.5; 1016.8; 9.7; 12.2; SE; 3.8; 3.5; 0.00; 0.00; 1.20; 12.90; 13.20
1962; 2019-02-14 07:52:33;15; 21.3;22; 6.7;82; 1028.6; 1016.9; 12.2; 14.8; NE; 3.9; 2.4; 0.00; 0.00; 1.20; 12.90; 13.20
1963; 2019-02-14 08:07:33;15; 21.3;22; 6.9;82; 1028.5; 1016.8; 12.2; 14.8; NE; 4.0; 2.6; 0.00; 0.00; 1.20; 12.90; 13.20
1964; 2019-02-14 08:22:33;15; 21.6;24; 7.0;82; 1028.8; 1017.1; 11.2; 13.3; E; 4.1; 3.3; 0.00; 0.00; 1.20; 12.90; 13.20
1965; 2019-02-14 08:37:33;15; 21.6;25; 7.1;82; 1029.2; 1017.5; 20.9; 27.0; E; 4.2; -0.4; 0.00; 0.00; 1.20; 12.90; 13.20
1966; 2019-02-14 08:52:33;15; 21.6;25; 7.0;81; 1028.8; 1017.1; 12.2; 14.8; E; 4.0; 2.7; 0.00; 0.00; 1.20; 12.90; 13.20
1967; 2019-02-14 09:07:33;15; 21.7;26; 7.4;80; 1028.6; 1016.9; 17.3; 22.0; E; 4.2; 1.1; 0.00; 0.00; 1.20; 12.90; 13.20
1968; 2019-02-14 09:22:33;15; 21.7;26; 7.5;73; 1029.0; 1017.3; 18.4; 23.4; E; 3.0; 0.9; 0.00; 0.00; 1.20; 12.90; 13.20
1969; 2019-02-14 09:37:33;15; 21.8;26; 7.4;80; 1028.9; 1017.2; 12.2; 17.3; SE; 4.2; 3.2; 0.00; 0.00; 1.20; 12.90; 13.20
1970; 2019-02-14 09:52:33;15; 21.9;26; 7.6;73; 1029.3; 1017.6; 13.3; 17.3; ESE; 3.1; 2.9; 0.00; 0.00; 1.20; 12.90; 13.20
1971; 2019-02-14 10:07:33;15; 22.0;25; 7.8;72; 1029.4; 1017.7; 13.3; 17.3; E; 3.1; 3.2; 0.00; 0.00; 1.20; 12.90; 13.20
1972; 2019-02-14 10:22:33;15; 22.0;25; 7.3;78; 1029.0; 1017.3; 13.3; 15.8; NE; 3.7; 2.6; 0.00; 0.00; 1.20; 12.90; 13.20
1973; 2019-02-14 10:37:33;15; 21.9;26; 8.0;72; 1029.2; 1017.5; 18.4; 24.5; ESE; 3.3; 1.5; 0.00; 0.00; 1.20; 12.90; 13.20
1974; 2019-02-14 10:52:33;15; 21.8;27; 7.8;72; 1029.3; 1017.6; 11.2; 13.3; E; 3.1; 4.2; 0.00; 0.00; 1.20; 12.90; 13.20
1975; 2019-02-14 11:07:33;15; 21.7;27; 7.5;72; 1029.4; 1017.7; 13.3; 17.3; SE; 2.8; 2.8; 0.00; 0.00; 1.20; 12.90; 13.20
1976; 2019-02-14 11:22:33;15; 21.9;27; 8.0;71; 1029.2; 1017.5; 15.8; 19.4; E; 3.1; 2.4; 0.00; 0.00; 1.20; 12.90; 13.20
1977; 2019-02-14 11:37:33;15; 22.0;26; 8.4;71; 1028.9; 1017.2; 13.3; 17.3; ESE; 3.5; 3.9; 0.00; 0.00; 1.20; 12.90; 13.20
