NO.;Tid;Intervall;Temperatur Inne(°C);Luftfuktighet Inne(%);Temperatur Ute(°C);Luftfuktighet Ute(%);Relativt Lufttryck(hpa);Absolut Lufttryck(hpa);Vindhastighet(km/h);Vindby(km/h);Vindriktning;Daggpunkt(°C);Vindavkylning(°C);Regnmängd Timme(mm);Regnmängd 24 Timmar(mm);Regnmängd Vecka(mm);Regnmängd Månad(mm);Regnmängd Total(mm)
152; 2019-01-26 10:01:33;15; 22.1;16; -2.5;76; 1006.8; 995.1; 0.0; 0.0; SE; -6.2; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
153; 2019-01-26 10:16:33;15; 22.1;16; -3.0;74; 1006.8; 995.1; 0.0; 1.1; S; -7.0; -3.0; 0.00; 0.00; 0.00; 0.00; 0.00
154; 2019-01-26 10:31:33;15; 22.1;16; -2.9;74; 1006.9; 995.2; 2.5; 3.6; SW; -6.9; -2.9; 0.00; 0.00; 0.00; 0.00; 0.00
155; 2019-01-26 10:46:33;15; 22.1;16; -2.7;74; 1006.9; 995.2; 1.1; 2.5; SSE; -6.7; -2.7; 0.00; 0.00; 0.00; 0.00; 0.00
156; 2019-01-26 11:01:33;15; 22.1;16; -2.6;74; 1006.8; 995.1; 1.1; 2.5; E; -6.6; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
157; 2019-01-26 11:16:33;15; 22.1;16; -2.5;74; 1006.9; 995.2; 1.1; 3.6; SW; -6.5; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
158; 2019-01-26 11:31:33;15; 22.1;16; -2.2;75; 1006.7; 995.0; 1.1; 2.5; E; -6.0; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
159; 2019-01-26 11:46:33;15; 22.1;16; -2.0;74; 1006.5; 994.8; 2.5; 2.5; S; -6.0; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
160; 2019-01-26 12:01:33;15; 22.1;16; -2.2;74; 1006.6; 994.9; 2.5; 5.0; SW; -6.2; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
161; 2019-01-26 12:16:33;15; 22.1;16; -2.0;74; 1006.5; 994.8; 1.1; 3.6; NE; -6.0; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
162; 2019-01-26 12:31:33;15; 22.1;16; -1.9;74; 1006.4; 994.7; 3.6; 5.0; NW; -5.9; -1.9; 0.00; 0.00; 0.00; 0.00; 0.00
163; 2019-01-26 12:47:33;16; 22.1;16; -1.7;73; 1006.5; 994.8; 2.5; 5.0; SW; -5.9; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
164; 2019-01-26 13:03:33;16; 22.1;16; -1.6;72; 1006.5; 994.8; 2.5; 3.6; SW; -6.0; -1.6; 0.00; 0.00; 0.00; 0.00; 0.00
165; 2019-01-26 13:18:33;15; 22.1;16; -1.6;72; 1006.5; 994.8; 1.1; 2.5; NE; -6.0; -1.6; 0.00; 0.00; 0.00; 0.00; 0.00
166; 2019-01-26 13:33:33;15; 22.1;16; -1.4;72; 1006.5; 994.8; 0.0; 1.1; SE; -5.8; -1.4; 0.00; 0.00; 0.00; 0.00; 0.00
167; 2019-01-26 13:48:33;15; 22.1;16; -1.2;72; 1006.5; 994.8; 1.1; 2.5; S; -5.6; -1.2; 0.00; 0.00; 0.00; 0.00; 0.00
168; 2019-01-26 14:03:33;15; 22.1;18; -1.4;71; 1006.3; 994.6; 2.5; 3.6; E; -6.0; -1.4; 0.00; 0.00; 0.00; 0.00; 0.00
169; 2019-01-26 14:18:33;15; 22.2;16; -1.2;71; 1006.1; 994.4; 1.1; 2.5; SE; -5.8; -1.2; 0.00; 0.00; 0.00; 0.00; 0.00
170; 2019-01-26 14:33:33;15; 22.2;15; -1.3;70; 1006.1; 994.4; 1.1; 2.5; S; -6.1; -1.3; 0.00; 0.00; 0.00; 0.00; 0.00
171; 2019-01-26 14:48:33;15; 22.2;18; -1.5;70; 1006.2; 994.5; 3.6; 5.0; E; -6.3; -1.5; 0.00; 0.00; 0.00; 0.00; 0.00
172; 2019-01-26 15:03:33;15; 22.2;16; -1.6;71; 1006.1; 994.4; 1.1; 2.5; S; -6.2; -1.6; 0.00; 0.00; 0.00; 0.00; 0.00
173; 2019-01-26 15:18:33;15; 22.1;18; -1.8;71; 1005.9; 994.2; 3.6; 5.0; NE; -6.4; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
174; 2019-01-26 15:33:33;15; 22.1;16; -1.7;72; 1006.1; 994.4; 1.1; 2.5; E; -6.1; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
175; 2019-01-26 15:48:33;15; 22.1;16; -1.8;72; 1006.0; 994.3; 1.1; 2.5; SE; -6.2; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
176; 2019-01-26 16:03:33;15; 22.1;16; -1.8;72; 1006.2; 994.5; 3.6; 5.0; E; -6.2; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
177; 2019-01-26 16:18:33;15; 22.1;16; -2.1;72; 1006.4; 994.7; 1.1; 2.5; NE; -6.5; -2.1; 0.00; 0.00; 0.00; 0.00; 0.00
178; 2019-01-26 16:33:33;15; 22.1;16; -2.1;73; 1006.3; 994.6; 1.1; 2.5; E; -6.3; -2.1; 0.00; 0.00; 0.00; 0.00; 0.00
179; 2019-01-26 16:48:33;15; 22.1;16; -2.2;73; 1006.4; 994.7; 2.5; 3.6; SE; -6.4; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
180; 2019-01-26 17:03:33;15; 22.1;16; -2.2;74; 1006.1; 994.4; 2.5; 3.6; SE; -6.2; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
181; 2019-01-26 17:18:33;15; 22.1;16; -2.0;74; 1006.0; 994.3; 2.5; 3.6; S; -6.0; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
182; 2019-01-26 17:33:33;15; 22.1;16; -1.9;75; 1006.2; 994.5; 2.5; 3.6; SE; -5.7; -1.9; 0.00; 0.00; 0.00; 0.00; 0.00
183; 2019-01-26 17:48:33;15; 22.1;16; -1.9;75; 1006.2; 994.5; 1.1; 2.5; WSW; -5.7; -1.9; 0.00; 0.00; 0.00; 0.00; 0.00
184; 2019-01-26 18:03:33;15; 22.1;16; -1.7;75; 1006.3; 994.6; 1.1; 2.5; N; -5.5; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
185; 2019-01-26 18:18:33;15; 22.1;16; -1.7;75; 1006.1; 994.4; 5.0; 7.2; S; -5.5; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
186; 2019-01-26 18:33:33;15; 22.1;16; -1.8;76; 1006.3; 994.6; 0.0; 1.1; NW; -5.5; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
187; 2019-01-26 18:48:33;15; 22.1;16; -1.8;76; 1006.2; 994.5; 5.0; 7.2; W; -5.5; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
188; 2019-01-26 19:03:33;15; 22.1;16; -1.9;75; 1006.2; 994.5; 5.0; 6.1; NW; -5.7; -1.9; 0.00; 0.00; 0.00; 0.00; 0.00
189; 2019-01-26 19:18:33;15; 22.1;16; -2.1;75; 1006.1; 994.4; 5.0; 6.1; W; -5.9; -2.1; 0.00; 0.00; 0.00; 0.00; 0.00
190; 2019-01-26 19:33:33;15; 22.1;16; -1.7;75; 1006.1; 994.4; 3.6; 5.0; W; -5.5; -1.7; 0.00; 0.00; 0.00; 0.00; 0.00
191; 2019-01-26 19:48:33;15; 22.1;16; -2.3;75; 1005.7; 994.0; 5.0; 6.1; NE; -6.1; -2.3; 0.00; 0.00; 0.00; 0.00; 0.00
192; 2019-01-26 20:03:33;15; 22.1;16; -2.3;75; 1005.9; 994.2; 2.5; 5.0; N; -6.1; -2.3; 0.00; 0.00; 0.00; 0.00; 0.00
193; 2019-01-26 20:18:33;15; 22.1;16; -2.5;75; 1005.9; 994.2; 3.6; 5.0; W; -6.3; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
194; 2019-01-26 20:33:33;15; 22.1;16; -2.6;75; 1006.0; 994.3; 2.5; 3.6; SW; -6.4; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
195; 2019-01-26 20:48:33;15; 22.1;16; -2.6;75; 1005.8; 994.1; 3.6; 6.1; S; -6.4; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
196; 2019-01-26 21:03:33;15; 22.1;16; -2.7;74; 1005.8; 994.1; 3.6; 6.1; S; -6.7; -2.7; 0.00; 0.00; 0.00; 0.00; 0.00
197; 2019-01-26 21:18:33;15; 22.1;16; -3.1;74; 1005.6; 993.9; 6.1; 7.2; NW; -7.1; -3.1; 0.00; 0.00; 0.00; 0.00; 0.00
198; 2019-01-26 21:33:33;15; 22.1;16; -3.6;73; 1005.7; 994.0; 2.5; 5.0; SE; -7.7; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
199; 2019-01-26 21:48:33;15; 22.1;16; -4.2;73; 1005.7; 994.0; 5.0; 7.2; W; -8.3; -4.2; 0.00; 0.00; 0.00; 0.00; 0.00
200; 2019-01-26 22:03:33;15; 22.1;16; -4.6;73; 1005.8; 994.1; 5.0; 7.2; N; -8.7; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
201; 2019-01-26 22:18:33;15; 22.1;16; -4.7;73; 1006.0; 994.3; 6.1; 7.2; W; -8.8; -4.7; 0.00; 0.00; 0.00; 0.00; 0.00
202; 2019-01-26 22:33:33;15; 22.1;16; -4.9;73; 1005.7; 994.0; 6.1; 8.6; W; -9.0; -4.9; 0.00; 0.00; 0.00; 0.00; 0.00
203; 2019-01-26 22:48:33;15; 22.1;16; -5.2;73; 1005.8; 994.1; 5.0; 6.1; SW; -9.3; -5.2; 0.00; 0.00; 0.00; 0.00; 0.00
204; 2019-01-26 23:03:33;15; 22.1;16; -5.5;73; 1005.9; 994.2; 5.0; 7.2; SW; -9.6; -5.5; 0.00; 0.00; 0.00; 0.00; 0.00
205; 2019-01-26 23:18:33;15; 22.1;16; -5.1;73; 1006.0; 994.3; 5.0; 7.2; W; -9.2; -5.1; 0.00; 0.00; 0.00; 0.00; 0.00
206; 2019-01-26 23:33:33;15; 22.1;16; -5.7;73; 1005.9; 994.2; 6.1; 8.6; W; -9.8; -5.7; 0.00; 0.00; 0.00; 0.00; 0.00
207; 2019-01-26 23:48:33;15; 22.1;16; -6.0;73; 1005.9; 994.2; 6.1; 7.2; SE; -10.1; -6.0; 0.00; 0.00; 0.00; 0.00; 0.00
208; 2019-01-27 00:03:33;15; 22.1;16; -6.1;73; 1005.9; 994.2; 3.6; 5.0; SE; -10.2; -6.1; 0.00; 0.00; 0.00; 0.00; 0.00
209; 2019-01-27 00:18:33;15; 22.1;16; -6.0;73; 1005.8; 994.1; 1.1; 3.6; W; -10.1; -6.0; 0.00; 0.00; 0.00; 0.00; 0.00
210; 2019-01-27 00:33:33;15; 22.1;16; -6.1;73; 1005.6; 993.9; 2.5; 5.0; NE; -10.2; -6.1; 0.00; 0.00; 0.00; 0.00; 0.00
211; 2019-01-27 00:48:33;15; 22.1;16; -6.0;73; 1005.5; 993.8; 2.5; 3.6; SW; -10.1; -6.0; 0.00; 0.00; 0.00; 0.00; 0.00
212; 2019-01-27 01:03:33;15; 22.1;16; -5.7;73; 1005.4; 993.7; 0.0; 1.1; W; -9.8; -5.7; 0.00; 0.00; 0.00; 0.00; 0.00
213; 2019-01-27 01:18:33;15; 22.1;16; -5.8;73; 1005.3; 993.6; 2.5; 3.6; SW; -9.9; -5.8; 0.00; 0.00; 0.00; 0.00; 0.00
214; 2019-01-27 01:33:33;15; 22.1;16; -5.7;73; 1005.0; 993.3; 1.1; 2.5; SW; -9.8; -5.7; 0.00; 0.00; 0.00; 0.00; 0.00
215; 2019-01-27 01:48:33;15; 22.1;16; -5.5;73; 1005.2; 993.5; 1.1; 2.5; NE; -9.6; -5.5; 0.00; 0.00; 0.00; 0.00; 0.00
216; 2019-01-27 02:03:33;15; 22.1;18; -5.5;73; 1005.0; 993.3; 3.6; 5.0; WSW; -9.6; -5.5; 0.00; 0.00; 0.00; 0.00; 0.00
217; 2019-01-27 02:18:33;15; 22.1;18; -5.4;73; 1004.9; 993.2; 3.6; 5.0; W; -9.5; -5.4; 0.00; 0.00; 0.00; 0.00; 0.00
218; 2019-01-27 02:33:33;15; 22.1;15; -5.4;73; 1004.9; 993.2; 2.5; 3.6; NW; -9.5; -5.4; 0.00; 0.00; 0.00; 0.00; 0.00
219; 2019-01-27 02:48:33;15; 22.1;15; -5.4;73; 1004.6; 992.9; 3.6; 5.0; S; -9.5; -5.4; 0.00; 0.00; 0.00; 0.00; 0.00
220; 2019-01-27 03:03:33;15; 22.1;15; -5.4;73; 1004.2; 992.5; 3.6; 6.1; W; -9.5; -5.4; 0.00; 0.00; 0.00; 0.00; 0.00
221; 2019-01-27 03:18:33;15; 22.1;15; -5.3;73; 1004.2; 992.5; 3.6; 7.2; SE; -9.4; -5.3; 0.00; 0.00; 0.00; 0.00; 0.00
222; 2019-01-27 03:33:33;15; 22.1;15; -5.6;73; 1004.0; 992.3; 5.0; 6.1; SW; -9.7; -5.6; 0.00; 0.00; 0.00; 0.00; 0.00
223; 2019-01-27 03:48:33;15; 22.1;15; -5.2;74; 1003.8; 992.1; 5.0; 6.1; SW; -9.1; -5.2; 0.00; 0.00; 0.00; 0.00; 0.00
224; 2019-01-27 04:03:33;15; 22.1;15; -5.2;74; 1003.5; 991.8; 3.6; 6.1; W; -9.1; -5.2; 0.00; 0.00; 0.00; 0.00; 0.00
225; 2019-01-27 04:18:33;15; 22.1;15; -5.1;74; 1003.4; 991.7; 3.6; 6.1; W; -9.0; -5.1; 0.00; 0.00; 0.00; 0.00; 0.00
226; 2019-01-27 04:33:33;15; 22.1;15; -5.0;74; 1003.2; 991.5; 7.2; 8.6; SW; -8.9; -6.9; 0.00; 0.00; 0.00; 0.00; 0.00
227; 2019-01-27 04:48:33;15; 22.1;15; -4.9;74; 1003.2; 991.5; 5.0; 7.2; W; -8.8; -4.9; 0.00; 0.00; 0.00; 0.00; 0.00
228; 2019-01-27 05:03:33;15; 22.1;15; -4.8;74; 1003.0; 991.3; 1.1; 3.6; SE; -8.7; -4.8; 0.00; 0.00; 0.00; 0.00; 0.00
229; 2019-01-27 05:18:33;15; 22.1;15; -4.7;74; 1002.8; 991.1; 5.0; 7.2; N; -8.6; -4.7; 0.00; 0.00; 0.00; 0.00; 0.00
230; 2019-01-27 05:33:33;15; 22.1;15; -4.6;74; 1002.6; 990.9; 5.0; 6.1; NW; -8.5; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
231; 2019-01-27 05:48:33;15; 22.1;15; -4.6;74; 1002.5; 990.8; 7.2; 12.2; W; -8.5; -6.4; 0.00; 0.00; 0.00; 0.00; 0.00
232; 2019-01-27 06:03:33;15; 22.1;15; -4.6;74; 1002.2; 990.5; 3.6; 5.0; WSW; -8.5; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
233; 2019-01-27 06:18:33;15; 22.1;15; -4.6;74; 1002.2; 990.5; 5.0; 7.2; NW; -8.5; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
234; 2019-01-27 06:33:33;15; 22.1;15; -4.6;74; 1002.0; 990.3; 5.0; 9.7; N; -8.5; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
235; 2019-01-27 06:48:33;15; 22.1;18; -4.5;74; 1001.8; 990.1; 6.1; 7.2; W; -8.4; -4.5; 0.00; 0.00; 0.00; 0.00; 0.00
236; 2019-01-27 07:03:33;15; 22.1;15; -4.6;74; 1001.9; 990.2; 5.0; 8.6; SW; -8.5; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
237; 2019-01-27 07:18:33;15; 22.1;15; -4.5;74; 1001.7; 990.0; 3.6; 7.2; W; -8.4; -4.5; 0.00; 0.00; 0.00; 0.00; 0.00
238; 2019-01-27 07:33:33;15; 22.1;15; -4.4;74; 1001.7; 990.0; 5.0; 9.7; W; -8.3; -4.4; 0.00; 0.00; 0.00; 0.00; 0.00
239; 2019-01-27 07:48:33;15; 22.1;15; -4.3;74; 1001.6; 989.9; 6.1; 7.2; W; -8.2; -4.3; 0.00; 0.00; 0.00; 0.00; 0.00
240; 2019-01-27 08:03:33;15; 22.1;15; -4.2;74; 1001.5; 989.8; 6.1; 9.7; W; -8.1; -4.2; 0.00; 0.00; 0.00; 0.00; 0.00
241; 2019-01-27 08:18:33;15; 22.1;15; -4.1;74; 1001.3; 989.6; 5.0; 9.7; WNW; -8.1; -4.1; 0.00; 0.00; 0.00; 0.00; 0.00
242; 2019-01-27 08:33:33;15; 22.1;15; -4.0;74; 1001.2; 989.5; 6.1; 8.6; SW; -8.0; -4.0; 0.00; 0.00; 0.00; 0.00; 0.00
243; 2019-01-27 08:48:33;15; 22.1;15; -4.0;74; 1000.9; 989.2; 5.0; 6.1; WNW; -8.0; -4.0; 0.00; 0.00; 0.00; 0.00; 0.00
244; 2019-01-27 09:03:33;15; 22.1;15; -3.9;75; 1000.7; 989.0; 6.1; 8.6; W; -7.7; -3.9; 0.00; 0.00; 0.00; 0.00; 0.00
245; 2019-01-27 09:18:33;15; 22.1;16; -3.8;75; 1000.6; 988.9; 6.1; 8.6; WSW; -7.6; -3.8; 0.00; 0.00; 0.00; 0.00; 0.00
246; 2019-01-27 09:33:33;15; 22.1;15; -3.8;75; 1000.6; 988.9; 7.2; 8.6; W; -7.6; -5.6; 0.00; 0.00; 0.00; 0.00; 0.00
247; 2019-01-27 09:48:33;15; 22.1;15; -3.4;75; 1000.5; 988.8; 5.0; 8.6; W; -7.2; -3.4; 0.00; 0.00; 0.00; 0.00; 0.00
248; 2019-01-27 10:03:33;15; 22.1;15; -3.1;75; 1000.4; 988.7; 5.0; 7.2; N; -6.9; -3.1; 0.00; 0.00; 0.00; 0.00; 0.00
249; 2019-01-27 10:18:33;15; 22.1;15; -2.8;75; 1000.3; 988.6; 6.1; 8.6; W; -6.6; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
250; 2019-01-27 10:33:33;15; 22.1;15; -2.6;74; 1000.2; 988.5; 5.0; 8.6; W; -6.6; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
251; 2019-01-27 10:48:33;15; 22.1;15; -2.6;74; 1000.0; 988.3; 3.6; 5.0; S; -6.6; -2.6; 0.00; 0.00; 0.00; 0.00; 0.00
252; 2019-01-27 11:03:33;15; 22.1;15; -2.0;73; 999.9; 988.2; 5.0; 7.2; WSW; -6.2; -2.0; 0.00; 0.00; 0.00; 0.00; 0.00
253; 2019-01-27 11:18:33;15; 22.1;15; -1.8;73; 999.7; 988.0; 6.1; 9.7; W; -6.0; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
254; 2019-01-27 11:33:33;15; 22.1;15; -1.8;73; 999.5; 987.8; 6.1; 7.2; SW; -6.0; -1.8; 0.00; 0.00; 0.00; 0.00; 0.00
255; 2019-01-27 11:48:33;15; 22.1;15; -1.6;73; 999.1; 987.4; 9.7; 12.2; SSW; -5.8; -5.5; 0.00; 0.00; 0.00; 0.00; 0.00
256; 2019-01-27 12:03:33;15; 22.1;15; -1.5;73; 998.9; 987.2; 7.2; 11.2; SW; -5.7; -3.2; 0.00; 0.00; 0.00; 0.00; 0.00
257; 2019-01-27 12:18:33;15; 22.1;15; -1.2;73; 998.8; 987.1; 5.0; 6.1; SW; -5.4; -1.2; 0.00; 0.00; 0.00; 0.00; 0.00
258; 2019-01-27 12:33:33;15; 22.2;15; -0.8;74; 998.8; 987.1; 9.7; 12.2; NW; -4.9; -4.6; 0.00; 0.00; 0.00; 0.00; 0.00
259; 2019-01-27 12:48:33;15; 22.2;18; -1.0;74; 998.5; 986.8; 6.1; 9.7; W; -5.0; -1.0; 0.00; 0.00; 0.00; 0.00; 0.00
260; 2019-01-27 13:03:33;15; 22.2;15; -1.1;74; 998.3; 986.6; 7.2; 11.2; SW; -5.1; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
261; 2019-01-27 13:18:33;15; 22.2;15; -1.1;75; 998.2; 986.5; 6.1; 9.7; NW; -5.0; -1.1; 0.00; 0.00; 0.00; 0.00; 0.00
262; 2019-01-27 13:33:33;15; 22.2;18; -0.4;76; 997.9; 986.2; 5.0; 8.6; W; -4.1; -0.4; 0.00; 0.00; 0.00; 0.00; 0.00
263; 2019-01-27 13:48:33;15; 22.2;15; -0.6;76; 997.7; 986.0; 13.3; 20.9; NW; -4.3; -6.8; 0.00; 0.00; 0.00; 0.00; 0.00
264; 2019-01-27 14:03:33;15; 22.2;18; -0.5;76; 997.7; 986.0; 9.7; 17.3; NW; -4.2; -4.3; 0.00; 0.00; 0.00; 0.00; 0.00
265; 2019-01-27 14:18:33;15; 22.2;18; -0.6;77; 997.5; 985.8; 7.2; 11.2; W; -4.1; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
266; 2019-01-27 14:33:33;15; 22.2;15; -0.5;77; 997.4; 985.7; 11.2; 18.4; W; -4.0; -5.3; 0.00; 0.00; 0.00; 0.00; 0.00
267; 2019-01-27 14:48:33;15; 22.2;18; -0.6;77; 997.3; 985.6; 11.2; 15.8; W; -4.1; -5.4; 0.00; 0.00; 0.00; 0.00; 0.00
268; 2019-01-27 15:03:33;15; 22.2;15; -0.6;77; 997.1; 985.4; 7.2; 11.2; SW; -4.1; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
269; 2019-01-27 15:18:33;15; 22.2;18; -0.7;78; 997.0; 985.3; 8.6; 13.3; NW; -4.1; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
270; 2019-01-27 15:33:33;15; 22.2;18; -0.8;79; 996.9; 985.2; 8.6; 12.2; W; -4.0; -3.7; 0.00; 0.00; 0.00; 0.00; 0.00
271; 2019-01-27 15:48:33;15; 22.2;15; -0.8;80; 996.9; 985.2; 7.2; 11.2; W; -3.8; -2.5; 0.00; 0.00; 0.00; 0.00; 0.00
272; 2019-01-27 16:03:33;15; 22.1;18; -0.7;80; 996.9; 985.2; 9.7; 12.2; W; -3.7; -4.5; 0.00; 0.00; 0.00; 0.00; 0.00
273; 2019-01-27 16:18:33;15; 22.1;16; -0.5;80; 996.8; 985.1; 8.6; 9.7; N; -3.5; -3.4; 0.00; 0.00; 0.00; 0.00; 0.00
274; 2019-01-27 16:33:33;15; 22.1;16; -0.9;79; 996.7; 985.0; 6.1; 8.6; W; -4.1; -0.9; 0.00; 0.00; 0.00; 0.00; 0.00
275; 2019-01-27 16:48:33;15; 22.1;16; -0.6;79; 996.6; 984.9; 9.7; 12.2; NW; -3.8; -4.4; 0.00; 0.00; 0.00; 0.00; 0.00
276; 2019-01-27 17:03:33;15; 22.1;16; -0.9;79; 996.6; 984.9; 6.1; 7.2; W; -4.1; -0.9; 0.00; 0.00; 0.00; 0.00; 0.00
277; 2019-01-27 17:18:33;15; 22.1;16; -0.5;79; 996.3; 984.6; 7.2; 8.6; W; -3.7; -2.1; 0.00; 0.00; 0.00; 0.00; 0.00
278; 2019-01-27 17:33:33;15; 22.1;16; -0.6;79; 996.3; 984.6; 11.2; 14.8; NE; -3.8; -5.4; 0.00; 0.00; 0.00; 0.00; 0.00
279; 2019-01-27 17:48:33;15; 22.1;16; -0.8;78; 996.2; 984.5; 13.3; 17.3; W; -4.2; -7.0; 0.00; 0.00; 0.00; 0.00; 0.00
280; 2019-01-27 18:03:33;15; 22.1;16; -0.6;78; 996.1; 984.4; 12.2; 17.3; NNW; -4.0; -6.1; 0.00; 0.00; 0.00; 0.00; 0.00
281; 2019-01-27 18:18:33;15; 22.1;16; -0.7;78; 996.0; 984.3; 11.2; 13.3; W; -4.1; -5.5; 0.00; 0.00; 0.00; 0.00; 0.00
282; 2019-01-27 18:33:33;15; 22.1;16; -0.9;79; 995.8; 984.1; 13.3; 20.9; NW; -4.1; -7.1; 0.00; 0.00; 0.00; 0.00; 0.00
283; 2019-01-27 18:48:33;15; 22.1;16; -0.9;79; 996.0; 984.3; 12.2; 15.8; NW; -4.1; -6.5; 0.00; 0.00; 0.00; 0.00; 0.00
284; 2019-01-27 19:03:33;15; 22.1;16; -0.8;79; 995.8; 984.1; 8.6; 11.2; S; -4.0; -3.7; 0.00; 0.00; 0.00; 0.00; 0.00
285; 2019-01-27 19:18:33;15; 22.1;16; -0.6;79; 995.7; 984.0; 9.7; 15.8; SW; -3.8; -4.4; 0.00; 0.00; 0.00; 0.00; 0.00
286; 2019-01-27 19:33:33;15; 22.1;16; -1.3;78; 995.7; 984.0; 11.2; 14.8; W; -4.6; -6.2; 0.00; 0.00; 0.00; 0.00; 0.00
287; 2019-01-27 19:48:33;15; 22.1;16; -1.3;78; 995.8; 984.1; 9.7; 13.3; SW; -4.6; -5.2; 0.00; 0.00; 0.00; 0.00; 0.00
288; 2019-01-27 20:03:33;15; 22.1;16; -1.6;78; 995.8; 984.1; 11.2; 13.3; W; -4.9; -6.6; 0.00; 0.00; 0.00; 0.00; 0.00
289; 2019-01-27 20:18:33;15; 22.1;16; -0.8;78; 995.4; 983.7; 6.1; 8.6; SW; -4.2; -0.8; 0.00; 0.00; 0.00; 0.00; 0.00
290; 2019-01-27 20:33:33;15; 22.1;16; -1.1;78; 995.3; 983.6; 9.7; 13.3; W; -4.4; -4.9; 0.00; 0.00; 0.00; 0.00; 0.00
291; 2019-01-27 20:48:33;15; 22.1;16; -1.1;78; 995.3; 983.6; 7.2; 9.7; NW; -4.4; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
292; 2019-01-27 21:03:33;15; 22.1;16; -0.8;78; 995.1; 983.4; 11.2; 17.3; SW; -4.2; -5.6; 0.00; 0.00; 0.00; 0.00; 0.00
293; 2019-01-27 21:18:33;15; 22.1;16; -0.7;78; 995.3; 983.6; 8.6; 12.2; W; -4.1; -3.6; 0.00; 0.00; 0.00; 0.00; 0.00
294; 2019-01-27 21:33:33;15; 22.1;16; -1.1;78; 995.1; 983.4; 8.6; 12.2; W; -4.4; -4.1; 0.00; 0.00; 0.00; 0.00; 0.00
295; 2019-01-27 21:48:33;15; 22.1;16; -1.0;78; 995.0; 983.3; 12.2; 14.8; W; -4.4; -6.6; 0.00; 0.00; 0.00; 0.00; 0.00
296; 2019-01-27 22:03:33;15; 22.1;16; -1.1;78; 994.9; 983.2; 13.3; 15.8; NW; -4.4; -7.4; 0.00; 0.00; 0.00; 0.00; 0.00
297; 2019-01-27 22:18:33;15; 22.1;16; -0.9;79; 994.9; 983.2; 6.1; 9.7; NE; -4.1; -0.9; 0.00; 0.00; 0.00; 0.00; 0.00
298; 2019-01-27 22:33:33;15; 22.1;16; -1.2;79; 994.7; 983.0; 8.6; 11.2; NW; -4.4; -4.2; 0.00; 0.00; 0.00; 0.00; 0.00
299; 2019-01-27 22:48:33;15; 22.1;16; -1.0;80; 994.6; 982.9; 11.2; 14.8; W; -4.0; -5.9; 0.00; 0.00; 0.00; 0.00; 0.00
300; 2019-01-27 23:03:33;15; 22.1;16; -1.2;80; 994.6; 982.9; 6.1; 7.2; SW; -4.2; -1.2; 0.00; 0.00; 0.00; 0.00; 0.00
301; 2019-01-27 23:18:33;15; 22.1;16; -1.1;80; 994.5; 982.8; 7.2; 8.6; NE; -4.1; -2.8; 0.00; 0.00; 0.00; 0.00; 0.00
302; 2019-01-27 23:33:33;15; 22.1;16; -1.1;80; 994.3; 982.6; 6.1; 7.2; SE; -4.1; -1.1; 0.00; 0.00; 0.00; 0.00; 0.00
303; 2019-01-27 23:48:33;15; 22.1;16; -0.6;80; 994.1; 982.4; 7.2; 11.2; S; -3.6; -2.2; 0.00; 0.00; 0.00; 0.00; 0.00
